Name,City,Cuisine,Rating,Price,Count,Reviews,RestID
La Panxolina,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,132.0,"Simple flavours, perfect cooking, Fantastic! Loved the food and service",5824
Hawker 45,Barcelona,"('Filipino', 'Latin', 'Asian', 'Thai', 'Vietnamese', 'Singaporean', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,115.0,"Absolutly amazing and unique!!, A Special Surprise!",5825
La Mar Salada,Barcelona,"('Seafood', 'Mediterranean', 'European', 'Spanish', 'Soups', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,50.0,886.0,"Good Paella, Wonderful by chance",5826
Volta al Mon,Barcelona,"('International', 'Mediterranean', 'European', 'Spanish', 'Asian', 'South American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,406.0,"Best restaurant!!!, Very Special Place !!!",5827
Napoletani Restaurant,Barcelona,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,479.0,"Amazing menu del dia!, Very good",5828
Barcellona,Barcelona,"('Mediterranean', 'European', 'Spanish')",4.5,50.0,215.0,"Muy bueno, Exellent",5829
Ikibana Restaurant & Lounge Paralelo,Barcelona,"('Japanese', 'Brazilian', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,100.0,1338.0,"Amazing food and Atmosphere,, Innovative",5830
Semproniana,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,532.0,"Gorgeous place! And amazing brownie, An artful choice!",5831
Blai Tonight,Barcelona,"('Bar', 'Mediterranean', 'Spanish', 'Vegetarian Friendly')",4.5,20.0,447.0,"Good value, Go Pintxos!",5832
Bormuth,Barcelona,"('Bar', 'Mediterranean', 'Spanish', 'Vegetarian Friendly')",4.0,50.0,955.0,"Nice place for a drink, Make a reservation!",5833
Pla de la Garsa,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,283.0,"Quite A Find!, Great experience",5834
La Confiteria,Barcelona,[],4.5,,182.0,"Modernist Charm and great Cocktails, Sophisticated old bar",5835
Arrosseria Las Arenas,Barcelona,"('Italian', 'Mediterranean', 'European', 'Spanish', 'Argentinean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,311.0,"Good paella, Lovely restaurant",5836
Macchina Pasta Bar,Barcelona,"('Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,81.0,"Fabulous fresh pasya, Excellent go-to Pasta",5837
Pappapomodoro,Barcelona,"('Italian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,420.0,"If you look for true italian pizza this is..., De best pizza from Barcelona !!!! My favor...",5838
Due Spaghi,Barcelona,"('Mediterranean', 'Italian', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,220.0,"Awesome Slow Food experience (providing th..., Creative northern Italian food with Catala...",5839
Antigua,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,100.0,848.0,"A nice late dinner, Romantic place or cosy one",5840
Marea Alta,Barcelona,"('Seafood', 'Mediterranean', 'European', 'Spanish', 'Gluten Free Options')",4.5,100.0,316.0,"What a great view, Delicious dinner at Marea",5841
El Corte Ingles,Barcelona,"('Mediterranean', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,878.0,"Nice view, Splendid view and good food",5842
Igueldo,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Gluten Free Options', 'Vegetarian Friendly')",4.5,100.0,607.0,"Simply Fabulous, Oasis of good food",5843
Pirineu en Boca,Barcelona,"('Steakhouse', 'Spanish', 'Delicatessen', 'Healthy', 'Mediterranean', 'European', 'Gluten Free Options')",4.5,50.0,189.0,"What a find!!, Unexpected gem",5844
The Green Spot,Barcelona,"('Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,389.0,"Little pricey but nice atmosphere, Beautiful setting",5845
Casa de Tapas Canota,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,50.0,1264.0,"Very good - some great and unique dishes, Tasty tapas",5846
Koko Restaurante,Barcelona,"('Thai', 'Mexican', 'Peruvian', 'Latin', 'Mediterranean', 'Asian', 'South American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,278.0,"""What you see is NOT what you get - Hidden..."", nice atmosphere and high quality food :)",5847
Numero Nueve,Barcelona,"('Bar', 'Spanish')",4.5,50.0,192.0,"Great cocktail bar!, best drinks in Barcelona city centre.",5848
Bacoa Little,Barcelona,"('Fast Food', 'American', 'International', 'Vegan Options', 'Vegetarian Friendly')",4.5,20.0,611.0,"Great burguers!!, Geart burgers",5849
Ikibana Restaurant & Lounge Born,Barcelona,"('Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,740.0,"Little gem, Amazing food",5850
Cafe Viena Rambles,Barcelona,"('Cafe', 'Fast Food', 'European', 'Spanish')",4.5,20.0,336.0,"The best Iberian sandvich according to New..., A place with history",5851
Ramblero de la Boqueria,Barcelona,"('Seafood', 'Mediterranean', 'European', 'Spanish', 'Gluten Free Options')",4.0,50.0,385.0,"Great seafood although they will try to up..., Cool place for market experience",5852
Veg World India,Barcelona,"('Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,338.0,"Excellent, Great Vegetarian Indian Food",5853
Mosquito,Barcelona,"('Chinese', 'Asian', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,20.0,1103.0,"Grungy place with great food, Tasty, Vietnamese lunch",5854
Casa Nova,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,250.0,"Nice, Nice atmosphere and good service",5855
Ristorante Meraviglioso,Barcelona,"('Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,219.0,"Great place, excellent Italian Food",5856
Sabor Persa,Barcelona,"('Middle Eastern', 'Persian', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options')",4.5,50.0,143.0,"Great restaurant, Nice",5857
MinE,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,189.0,"5* service and food, Where you are?",5858
La prudencia del raval,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,139.0,"Great sophisticated tapas, Very interesting offer",5859
Surf House Barcelona,Barcelona,"('Bar', 'Mediterranean', 'European', 'Spanish', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,632.0,"Nice place and good, Very popular!",5860
3 Focs,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,444.0,"Perfect!, Very enjoyable Meal",5861
La Nina de Mis Ojos,Barcelona,"('Mediterranean', 'Healthy', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,100.0,57.0,Fantastic!!!,5862
Restaurante Leku,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,261.0,"Great food , love the chef :), Great lunch",5863
Lolita Taperia,Barcelona,"('International', 'Mediterranean', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,670.0,"Tapas, tapas, tapas, The best tapas restaurant m.",5864
Miseria e Nobilta,Barcelona,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,215.0,"""Up there with the best Ive tasted........"", Herr",5865
La Pampa,Barcelona,"('Steakhouse', 'Barbecue', 'European', 'Spanish', 'Argentinean', 'Gluten Free Options')",4.5,50.0,336.0,"Wonderful, marie renshaw",5866
El Tiet Taver-Teca,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,266.0,"Perfect place for tapas, Authenticity",5867
Centric Canalla,Barcelona,"('Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly')",4.5,50.0,331.0,"Delicious tapas, very good gin & tonics, c..., The best Patatas bravas in the world",5868
Entre Hores,Barcelona,"('Brew Pub', 'Mediterranean', 'Spanish', 'Healthy', 'Vegetarian Friendly', 'Vegan Options')",4.5,20.0,111.0,"Nice tapas and wine, Absolutely fabolous",5869
El Nacional,Barcelona,"('Steakhouse', 'Seafood', 'Wine Bar', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,244.0,"Drinks and dinner, Beautiful setting for lunch at El Nacional",5870
Inka Burg Bcn,Barcelona,"('American', 'Bar', 'European', 'Vegetarian Friendly')",4.5,20.0,200.0,"Helpful, friendly staff and good food, 10 out of 10 would Miguel again!",5871
Kserol,Barcelona,"('Bar', 'International', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options')",5.0,50.0,106.0,"Vegan-friendly, Excellent quality and service",5872
Cafeliz,Barcelona,"('Mediterranean', 'Healthy', 'French', 'Cafe', 'Vegetarian Friendly', 'Vegan Options')",5.0,20.0,43.0,"Excellent food experience, Must visit!",5873
Luzia,Barcelona,"('Italian', 'Mediterranean', 'European', 'Spanish', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,1360.0,"Central Location, Good Wood Oven Pizza, Nice dinner",5874
The Palau de la Musica,Barcelona,Spanish,4.5,50.0,202.0,"If you want to see with good ears, go to a..., Like no other concert venue",5875
Fabrica Moritz Barcelona,Barcelona,"('Bar', 'Mediterranean', 'European', 'Spanish', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,2251.0,"Craft experience, Great place for casual eating",5876
Mamma Mia,Barcelona,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly')",4.5,50.0,342.0,"Pizza, Good wood fired pizza",5877
Calamarga,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,197.0,"Happy ending!, Full of fantasy",5878
La Santa del Born,Barcelona,"('Barbecue', 'Bar', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,237.0,"Good burgers and fries!, Best burger we have ever had.",5879
Kappo Barcelona,Barcelona,"('Japanese', 'Indian', 'Asian', 'Thai', 'Korean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,207.0,"A LITTLE BIT OF ASIAN FOOD IN BCN, The taste was just awesome!!",5880
Restaurante Barceloneta,Barcelona,"('Seafood', 'Mediterranean', 'European', 'Spanish', 'Soups', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,100.0,2730.0,"Nice location, good food, Very Nice",5881
Ascent Restaurant,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly')",4.5,50.0,232.0,"Amazing!!!, Amazing Food!!!",5882
Restaurante el Porvenir,Barcelona,"('Seafood', 'Mediterranean', 'Spanish')",4.5,50.0,309.0,"Great Seafood, Very tasty, huge portions",5883
Xiringuito Escriba,Barcelona,"('Seafood', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,1378.0,"Perfect family dining by the beachfront, A Great Evening",5884
L'Ostia,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,864.0,"Great peppers but assumed service, THE BEST PAELLA",5885
Koku Kitchen Buns/Ramen & Gyoza Bar,Barcelona,"('Japanese', 'Asian', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,184.0,"Amazing food!, Thumbs up!",5886
Sports Bar Italian Food,Barcelona,"('Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,715.0,"Best pizza in Barcelona, Casual Italian place",5887
Restaurante Vegetariano Arco Iris,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,248.0,"Amazing food - and cheap, Great value",5888
Tio Joe - Rustic Burger House,Barcelona,"('Fast Food', 'Spanish', 'American', 'Bar', 'European', 'Healthy', 'Vegetarian Friendly')",4.5,50.0,142.0,"So good, we visited twice!!, LIKE AT HOME",5889
La Monroe,Barcelona,"('Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,392.0,"Delightful dinner, Decent food. Fair prices. Hip atmosphere.",5890
El Nacional - La Taperia,Barcelona,"('Mediterranean', 'Spanish')",4.0,50.0,1291.0,"Nice experience, Super ambiance.",5891
BarCeloneta Sangria Bar,Barcelona,"('Bar', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,323.0,"Wow!!!! The best we ever ate!!!, Fairly expensive but glad we visited",5892
Restaurante Sol Soler,Barcelona,"('Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options')",4.0,20.0,411.0,"Good tapas, Good tapas",5893
Ca L' Andreu,Barcelona,"('Contemporary', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options')",4.5,20.0,184.0,"Delicious, Of the track",5894
Restaurante Nogal,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,50.0,594.0,"Black rice near Sagrada Família, Great food, slow staff",5895
Bongo's,Barcelona,"('Bar', 'Spanish', 'European', 'Pub', 'Vegetarian Friendly')",4.5,50.0,69.0,"Beautifully filling food!, Bongo’s",5896
Restaurante Macondo,Barcelona,"('Fusion', 'Caribbean', 'Latin', 'South American', 'Colombian', 'International', 'Vegetarian Friendly')",4.5,50.0,258.0,"Best Latin Fusion, Great group venue",5897
Senyor Parellada,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,1490.0,"Nice, Good catalan cuisine",5898
Melo-Jia,Barcelona,"('Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,193.0,"Delicious food, Delicious",5899
Nomo Gracia,Barcelona,"('Japanese', 'Sushi', 'Asian', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,748.0,"Good Sushi and Japanese Food, Great sushi and atmosphere",5900
Xorus,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,264.0,"Catalan Lunch Menu, Friendly, nice waiters, good paella style...",5901
La Lluna Restaurant,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,469.0,"Wonderful 3-course lunch menu with lots of..., Mixed reviews in our group",5902
Kuo,Barcelona,"('Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,381.0,"Nice evening, Great Japanese food with fair price",5903
FAN Shoronpo Japones Ramen,Barcelona,"('Japanese', 'Asian', 'Taiwanese', 'Soups', 'Chinese', 'Vegetarian Friendly')",4.5,50.0,175.0,"Tantan ramen is great, Love this restaurant!!!!",5904
Colom,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,744.0,"Relatively good place, Amazing deal!",5905
Dos Palillos,Barcelona,"('Japanese', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,100.0,1060.0,"El Bulli style Japanese restaurant., Breathtaking. WHAT?",5906
Restaurante Romesco,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly')",4.0,20.0,422.0,"Lovely find, Good choice for lunch in Barcelona with th...",5907
7 Portes,Barcelona,"('Seafood', 'Mediterranean', 'European', 'Spanish', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,100.0,6795.0,"Best restaurant for rice dishes, Superb meal in historic atmosphere",5908
Restaurante Biocenter,Barcelona,"('Mediterranean', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,594.0,"Busy restaurant, you should reserve, have..., Busy restaurant, interesting food - but a...",5909
Parking Pizza,Barcelona,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.0,50.0,245.0,"A romantic getaway, No Reservations, Great Pizza, Great Space",5910
Bo De Gracia,Barcelona,"('Seafood', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,325.0,"Very good dinner, Great app atmosphere and good food.",5911
L'Escale Bistrot,Barcelona,"('French', 'Spanish', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,66.0,"Excellent restaurant: to be tested ASAP!, great menu for this price",5912
Patron Restaurant,Barcelona,"('Seafood', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,692.0,"A Nice Decor and Good Food, Lunch at the Patron",5913
El Tastet de L'Artur,Barcelona,"('Mediterranean', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,329.0,"Very good, Excellent",5914
El Born,Barcelona,Bar,4.5,20.0,275.0,"Awesome., Nice spot for a drink in Born",5915
Marmalade Barcelona,Barcelona,"('Bar', 'International', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,512.0,"Good food and atmosphere, Very satisfying brunch or burger in a cool...",5916
Rangoli,Barcelona,"('Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,508.0,"Enjoyed our visit, Good",5917
Bar Lobo,Barcelona,"('Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,2374.0,"Good place to go, but it becomes expensive..., Great tapas",5918
Club de L'empanada,Barcelona,"('Bar', 'Mediterranean', 'European', 'Spanish')",4.5,20.0,160.0,"Spinach Empanada Wins!!, Great little place with lots of atmosphere",5919
Arepamundi,Barcelona,"('Caribbean', 'Latin', 'Fast Food', 'Venezuelan', 'International', 'South American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,197.0,"Yummy!, Excellent, huge portions",5920
Intrepid De Gracia,Barcelona,"('Bar', 'International', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,233.0,"Perfect!!, Heaven for wine enthusiasts",5921
Deja Burg,Barcelona,"('American', 'Vegan Options', 'Vegetarian Friendly')",4.5,50.0,149.0,"Great menu, Simply the best burger restaurant in bcn a...",5922
Gangnam,Barcelona,"('Asian', 'Chinese', 'Thai', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,117.0,"Muy Bien!, Authentic food and great service. Still th...",5923
